host_id,edge_id,source_ip_risk,destination_ip_risk,vulnerability_score,privilege_level,connection_type,anomaly_score,failed_login_attempts,suspicious_process,lateral_movement
32,390,0.740378297,0.204455381,7,low,api,0.051876106,16,0,0
175,217,0.118006027,0.084292188,9,medium,smb,0.27268904,17,0,0
86,56,0.756539167,0.620031608,9,low,ssh,0.208311478,9,0,1
151,366,0.095248934,0.147352766,9,medium,api,0.201135111,12,0,0
194,187,0.027470563,0.159962917,1,high,rdp,0.682762412,1,0,0
127,232,0.403625895,0.014228224,8,low,smb,0.825816917,16,0,0
155,255,0.993578173,0.782090015,8,low,rdp,0.715866608,5,0,1
130,413,0.174883936,0.812296055,1,low,rdp,0.645727816,11,0,0
17,455,0.672644344,0.162022416,2,low,api,0.916451772,12,0,0
104,104,0.173396066,0.739524434,1,low,smb,0.05839238,3,0,0
161,77,0.724786975,0.433545123,5,high,ssh,0.167483086,14,1,1
137,230,0.505353668,0.239594883,6,low,rdp,0.414406856,15,0,0
43,402,0.67997171,0.621384608,5,low,ssh,0.372451644,18,0,1
176,258,0.202873176,0.178484074,2,low,smb,0.418051603,14,0,0
39,264,0.745628333,0.756883608,2,high,api,0.206454905,5,0,0
170,331,0.99561906,0.047615228,1,medium,api,0.149503316,19,0,0
26,481,0.665650501,0.959130933,1,high,api,0.509193247,5,0,1
99,182,0.493479998,0.071875254,4,high,ssh,0.928052524,4,0,0
50,381,0.923173989,0.579448419,7,low,ssh,0.391969462,1,0,1
153,256,0.015851842,0.90219429,5,low,smb,0.043353214,19,0,0
152,38,0.729923519,0.011904469,8,low,ssh,0.706167343,1,1,0
13,176,0.888746517,0.498514461,4,low,api,0.291104906,4,0,0
60,27,0.061674584,0.350006964,9,medium,rdp,0.245095007,2,1,0
135,276,0.45006417,0.58033219,3,low,rdp,0.324258001,5,0,0
57,140,0.204719454,0.225457387,8,low,rdp,0.723815524,10,0,0
36,299,0.566518166,0.064899217,9,medium,api,0.818819387,4,1,0
173,445,0.649542959,0.625933037,4,medium,ssh,0.588056067,17,0,1
20,287,0.302623183,0.416849239,0,medium,rdp,0.322478754,13,1,0
65,91,0.45998167,0.622485539,4,low,ssh,0.310478233,9,0,0
8,480,0.279339485,0.210539147,4,medium,ssh,0.12430835,2,0,0
144,61,0.369391164,0.338741263,4,low,api,0.933301048,15,0,0
142,458,0.159539957,0.561681389,1,low,ssh,0.638139399,15,0,0
115,451,0.885559444,0.593112778,5,medium,ssh,0.02697462,10,0,0
143,365,0.010010411,0.372314808,4,high,api,0.662367095,3,0,0
92,347,0.882409186,0.280053206,1,low,smb,0.447153424,10,1,1
98,163,0.571678878,0.273700629,9,low,rdp,0.972557963,7,0,0
66,351,0.331657844,0.174699351,7,low,rdp,0.819068825,15,0,0
32,143,0.723057125,0.325404962,5,low,ssh,0.171315754,7,0,0
191,400,0.507752152,0.199440337,9,high,smb,0.720111119,8,0,0
86,253,0.499108658,0.633815406,2,low,api,0.485566004,13,0,0
51,269,0.110142283,0.569066998,8,medium,ssh,0.187045164,7,0,0
153,369,0.389516026,0.382588824,3,medium,api,0.698739907,15,0,0
186,291,0.241064346,0.32583002,2,medium,rdp,0.547387579,1,0,0
63,459,0.015695906,0.2376142,6,low,api,0.030373879,19,0,0
190,187,0.360099631,0.535458309,7,low,rdp,0.646587951,18,0,0
125,405,0.089822129,0.918902764,6,low,api,0.63498709,19,1,1
150,499,0.256830038,0.685703051,0,low,api,0.144085161,19,1,0
58,438,0.092516621,0.744414714,0,low,smb,0.348987727,18,0,0
58,459,0.100941626,0.834377864,4,medium,api,0.585898971,18,0,0
86,414,0.199011294,0.351634973,7,low,ssh,0.138783014,17,0,0
49,304,0.999849244,0.062875782,9,medium,smb,0.852723378,12,0,1
180,291,0.002184143,0.622558803,2,low,ssh,0.027486046,16,1,0
170,86,0.638672636,0.188672291,7,medium,api,0.102837415,0,0,0
70,166,0.141243698,0.56904365,2,high,api,0.11610692,4,0,0
15,415,0.920628137,0.739510233,3,low,smb,0.528107126,19,0,1
54,462,0.093632893,0.783638302,9,high,rdp,0.620114012,12,1,1
188,408,0.955063187,0.30183912,6,medium,smb,0.403740797,5,0,0
101,114,0.610926387,0.512433233,2,medium,rdp,0.288666828,9,0,0
8,433,0.001268077,0.620965096,3,medium,rdp,0.809317376,8,0,0
53,480,0.894007198,0.819480722,7,low,api,0.068285984,5,0,1
60,356,0.521711801,0.761388665,3,low,ssh,0.280291861,0,0,0
108,416,0.262669735,0.987975321,8,low,smb,0.039115579,17,0,0
5,183,0.767279178,0.008084677,3,low,smb,0.013890135,6,0,0
103,207,0.926665554,0.437489441,3,high,api,0.353379887,9,1,1
196,256,0.483690823,0.256044486,4,medium,api,0.194823662,11,1,0
6,235,0.315553474,0.119893387,0,low,smb,0.268365855,14,0,0
109,442,0.788945124,0.911515328,6,medium,smb,0.820947157,16,0,1
116,355,0.681785498,0.997962066,8,medium,ssh,0.162980096,2,1,1
94,3,0.888752484,0.180596208,8,low,api,0.780233367,14,0,0
47,208,0.692514013,0.038433393,0,low,ssh,0.675050623,0,0,0
99,197,0.243528339,0.275054448,5,low,api,0.326445525,10,1,0
55,341,0.93165925,0.834861918,2,high,api,0.546556145,5,0,1
168,125,0.104835747,0.293890083,3,medium,ssh,0.44443561,15,0,0
52,138,0.26794275,0.05690148,7,low,rdp,0.128395315,11,0,0
144,339,0.520194608,0.052492184,3,low,rdp,0.907185322,14,0,0
13,25,0.565742026,0.427422802,7,medium,rdp,0.569617968,17,0,0
114,68,0.015310587,0.931825723,3,high,api,0.880240046,9,0,0
124,61,0.780572726,0.285920442,8,medium,ssh,0.823826512,11,0,0
106,29,0.361607318,0.427157681,5,medium,rdp,0.079775925,19,0,0
158,383,0.406418541,0.101933805,0,low,smb,0.207270666,18,0,0
147,19,0.809369544,0.493572793,9,low,rdp,0.145261114,4,0,0
145,171,0.379283392,0.696547064,1,low,ssh,0.830779533,17,0,0
120,450,0.047224876,0.271150361,6,medium,api,0.862446626,18,1,0
63,74,0.17643977,0.296711309,9,low,ssh,0.52797151,11,0,0
19,61,0.955903172,0.841975025,6,medium,api,0.104178073,0,0,1
92,427,0.070405362,0.010363722,2,low,ssh,0.135616619,1,1,0
58,153,0.354931201,0.636470709,0,medium,ssh,0.813548812,2,0,0
183,276,0.503179167,0.393884635,7,low,smb,0.929190137,11,0,0
90,48,0.493280827,0.298380514,9,low,rdp,0.199475685,13,1,0
117,211,0.003959943,0.657593832,9,medium,rdp,0.011137576,6,0,0
62,343,0.501162731,0.834668522,6,low,ssh,0.330952905,3,0,0
23,408,0.383772458,0.558392116,9,high,rdp,0.03049939,11,1,0
127,139,0.972079335,0.031094622,7,medium,smb,0.827974916,7,1,1
137,110,0.159159084,0.461401191,0,low,ssh,0.491512257,0,0,0
140,482,0.354154197,0.462759941,2,medium,rdp,0.641860779,4,1,0
129,183,0.419481485,0.543798495,1,high,rdp,0.411484876,0,0,0
58,28,0.390693537,0.670958901,0,low,api,0.345507547,14,0,0
122,197,0.665830828,0.019318404,4,high,rdp,0.222200413,12,1,0
1,191,0.215512858,0.502012624,2,low,rdp,0.770532547,12,0,0
34,315,0.221071553,0.588307769,9,low,api,0.695547584,3,0,0
96,389,0.729210949,0.343353386,7,medium,ssh,0.360728984,14,0,0
126,51,0.500290519,0.668365227,5,low,ssh,0.321116134,11,0,0
118,149,0.415155676,0.228177717,9,low,smb,0.001242879,7,0,0
48,268,0.169203052,0.317372333,8,low,api,0.06355213,15,1,0
89,50,0.187527223,0.962755347,8,low,ssh,0.623255525,11,0,0
117,388,0.010551637,0.348070371,5,medium,rdp,0.51460731,5,0,0
129,246,0.091426269,0.346500887,1,medium,rdp,0.434803204,14,0,0
16,113,0.556838695,0.595680636,8,high,rdp,0.827502241,6,0,0
189,170,0.89187313,0.97097533,1,medium,smb,0.503898204,4,0,1
192,468,0.287164765,0.983080446,2,low,ssh,0.384493581,14,0,0
191,166,0.327747226,0.579657964,5,low,api,0.161256348,11,0,0
69,409,0.115605611,0.00108702,1,low,ssh,0.820688008,10,0,0
22,14,0.388630946,0.900656551,4,medium,api,0.57624825,3,0,0
93,203,0.037221705,0.570237965,1,low,api,0.092459966,12,0,0
195,288,0.917600696,0.365996408,3,low,ssh,0.648898398,17,0,1
76,395,0.673111348,0.829195141,2,high,rdp,0.425070745,7,0,0
154,189,0.990748809,0.399832459,4,medium,rdp,0.811386224,6,0,1
144,402,0.882823163,0.034044506,5,low,api,0.918914597,15,0,0
179,155,0.472990594,0.821072223,6,low,rdp,0.600465813,2,0,0
86,55,0.519685031,0.545859401,9,high,smb,0.731612819,15,0,1
185,182,0.190576047,0.338143538,7,high,smb,0.056590848,15,0,0
29,210,0.462039343,0.250892376,8,low,api,0.560255455,6,0,0
69,376,0.903027873,0.593797459,3,low,rdp,0.755339978,12,0,1
47,471,0.050853424,0.208049548,3,medium,api,0.496762149,12,0,0
94,75,0.863556803,0.323850887,6,medium,smb,0.59355009,18,0,1
190,277,0.340947802,0.636530309,9,medium,smb,0.898948186,17,1,1
197,428,0.899512765,0.88154445,9,low,smb,0.198099572,6,0,1
144,133,0.940879906,0.532890328,8,high,ssh,0.098246508,19,0,1
176,343,0.670864887,0.759106398,1,low,smb,0.690643613,17,0,1
85,425,0.664423787,0.763060604,5,low,rdp,0.822848906,17,0,1
39,59,0.452754338,0.664353953,9,medium,ssh,0.850490189,3,0,0
100,345,0.835540225,0.245838338,9,low,smb,0.641644497,8,0,0
33,489,0.961612758,0.866788598,7,high,rdp,0.833213418,15,0,1
101,182,0.7750818,0.436275656,4,low,smb,0.700664206,3,0,0
23,458,0.621936734,0.044210744,4,medium,rdp,0.087376916,7,0,0
10,406,0.606792896,0.24461267,7,low,rdp,0.762043508,2,0,0
69,339,0.849469902,0.765548354,0,medium,smb,0.17935969,8,0,0
100,321,0.541203766,0.069133336,5,low,smb,0.236609343,7,0,0
34,64,0.803859886,0.147364402,9,medium,ssh,0.394650627,11,0,0
180,327,0.508885255,0.694226816,8,medium,smb,0.314567066,13,0,0
138,260,0.062444275,0.89260079,5,low,rdp,0.321651738,9,0,0
147,193,0.383947009,0.633732005,6,low,api,0.169259524,16,0,0
186,143,0.444440958,0.222291054,3,low,ssh,0.293871047,10,0,0
96,104,0.141617245,0.053413763,9,medium,rdp,0.01966259,9,0,0
1,460,0.102496329,0.615126583,0,low,rdp,0.472910947,12,0,0
69,406,0.53546495,0.047398578,8,low,api,0.768590959,1,0,0
4,214,0.085143637,0.612722052,5,low,smb,0.862247369,0,1,0
16,242,0.302945168,0.225579944,2,high,rdp,0.820428559,0,1,0
24,431,0.744596976,0.904656062,3,low,api,0.416457719,15,0,1
80,209,0.96443218,0.475092668,9,low,api,0.730426481,9,0,1
2,93,0.717870581,0.223938433,5,medium,smb,0.287890774,9,0,0
128,430,0.992625548,0.853145317,5,medium,api,0.055562473,6,1,1
160,142,0.698337971,0.254035398,8,low,api,0.675971525,6,0,0
84,434,0.293794471,0.306599077,3,high,api,0.648796165,0,0,0
152,404,0.672052541,0.834277899,4,medium,api,0.801629395,12,0,1
140,434,0.702156765,0.30879203,4,low,api,0.616106207,4,0,0
178,112,0.371726985,0.410163769,2,low,api,0.156891625,2,0,0
163,417,0.017713851,0.347665671,1,high,rdp,0.853162392,12,1,0
124,375,0.703199785,0.116400318,7,low,ssh,0.627252788,11,0,0
33,59,0.021700095,0.038895812,9,low,smb,0.807609699,17,0,0
161,43,0.631188078,0.724540674,8,low,ssh,0.77410712,4,0,1
189,207,0.163616489,0.645137124,9,medium,smb,0.297864487,4,0,0
179,268,0.565603528,0.282366068,8,medium,ssh,0.074552975,1,0,0
171,296,0.503913025,0.295599125,4,medium,smb,0.176504409,5,0,0
101,118,0.013513642,0.945005783,8,low,api,0.092862334,6,0,0
12,20,0.362865817,0.987671127,3,medium,ssh,0.243412432,0,0,0
67,222,0.601091167,0.473434903,1,medium,ssh,0.459532273,2,0,0
65,166,0.848606552,0.802451745,2,low,smb,0.906810605,19,1,1
161,131,0.888642114,0.736685876,0,medium,smb,0.872018756,1,0,1
168,156,0.48384997,0.29731771,4,low,rdp,0.718599815,9,0,0
74,184,0.728422487,0.058562711,0,medium,api,0.02411236,10,0,0
43,90,0.316454577,0.142556257,0,low,api,0.341389201,12,0,0
44,94,0.342186406,0.838294117,6,medium,rdp,0.682348426,15,0,1
29,13,0.194463519,0.73121382,1,high,smb,0.129028897,19,0,0
141,461,0.56194811,0.664334844,7,high,api,0.80108785,10,0,1
12,322,0.314564151,0.130648832,5,low,smb,0.91457368,17,0,0
95,293,0.084370896,0.639930687,3,low,api,0.354104447,10,0,0
46,433,0.685006087,0.772152331,8,low,ssh,0.705843062,0,0,1
130,230,0.707753208,0.86060175,9,high,ssh,0.148204133,17,1,1
35,322,0.359992419,0.013231279,7,medium,api,0.690816449,19,0,0
81,292,0.076723399,0.684475102,9,low,api,0.021455412,4,0,0
90,438,0.426297717,0.019097656,2,low,api,0.150771507,1,1,0
8,26,0.442335458,0.706872846,2,high,rdp,0.709881447,17,0,0
93,75,0.668670885,0.635621365,3,low,api,0.711850223,6,0,0
154,456,0.315416391,0.148347863,8,low,rdp,0.641162706,10,0,0
90,364,0.68259928,0.766121751,8,low,rdp,0.477364024,10,1,1
162,424,0.871488542,0.068347618,4,low,ssh,0.674908091,12,0,0
115,299,0.237486042,0.826398774,8,medium,api,0.773800798,3,0,0
105,150,0.978919556,0.261929245,5,high,ssh,0.966481659,0,0,0
135,148,0.386368137,0.688851862,7,high,ssh,0.888641032,17,0,1
196,8,0.267258685,0.923689341,7,low,rdp,0.794534203,11,0,1
58,29,0.421511183,0.339827025,9,medium,smb,0.694757517,9,0,0
114,296,0.094397476,0.502894078,6,low,rdp,0.574155545,7,0,0
75,474,0.125705907,0.463118034,3,low,ssh,0.120608823,2,0,0
157,414,0.414434047,0.157611349,3,high,rdp,0.165556842,6,0,0
120,209,0.762444522,0.59031201,5,low,rdp,0.820279561,19,1,1
164,128,0.90031224,0.743001919,8,low,rdp,0.803312912,10,0,1
21,340,0.664817991,0.916874829,6,high,api,0.614458926,6,0,1
164,116,0.105219555,0.850802602,4,low,rdp,0.438840133,6,0,0
138,439,0.672019762,0.51001938,4,medium,ssh,0.02603265,8,0,0
101,144,0.635427921,0.719017155,7,high,rdp,0.327176943,2,0,0
152,430,0.805763918,0.800783413,5,low,api,0.420639658,10,1,1
192,318,0.825248667,0.493488714,0,low,ssh,0.485816286,16,0,0
177,235,0.868203076,0.115427561,0,low,rdp,0.929324599,7,0,0
99,7,0.414131515,0.437930764,8,low,ssh,0.1087094,19,0,0
36,464,0.697864395,0.842478038,7,low,api,0.51886692,1,0,1
96,45,0.268250359,0.596641405,5,medium,smb,0.367922297,19,0,0
152,443,0.99933628,0.724458377,0,low,api,0.990098119,0,0,1
151,239,0.175334241,0.185268022,1,low,api,0.861864016,15,1,0
190,440,0.010114432,0.964337768,9,medium,ssh,0.438785854,3,0,0
37,432,0.148808715,0.404080529,2,medium,ssh,0.999695609,8,0,0
12,155,0.77587229,0.653635523,9,high,smb,0.514063246,7,0,1
113,181,0.446783677,0.018872255,2,low,smb,0.167117797,0,0,0
183,215,0.447500248,0.127319262,1,medium,smb,0.555874692,7,0,0
13,88,0.95502292,0.78203427,1,medium,api,0.226205766,4,0,1
23,256,0.919634908,0.967969446,5,low,api,0.63631284,0,0,1
99,73,0.311194738,0.320055355,6,low,smb,0.937440175,6,0,0
105,419,0.209058129,0.037180735,3,low,smb,0.786198577,14,0,0
30,179,0.84848221,0.360866602,0,medium,smb,0.27316369,6,0,0
17,212,0.906019071,0.01746813,5,low,rdp,0.296858625,0,0,0
113,293,0.541596923,0.192373092,6,high,rdp,0.069288203,8,0,0
62,234,0.629423711,0.752472015,3,medium,smb,0.285867836,0,0,0
84,465,0.256914285,0.937088398,5,high,api,0.0926248,11,0,0
112,239,0.800802688,0.087449084,8,low,ssh,0.499448719,6,0,0
86,223,0.632122428,0.557900779,3,low,api,0.708347079,8,0,0
141,119,0.503513511,0.253880846,9,low,ssh,0.751181161,4,0,0
187,313,0.060108556,0.139059126,3,low,smb,0.059529232,11,0,0
19,264,0.915934963,0.21898023,9,high,rdp,0.339955898,1,0,0
177,207,0.61545142,0.577763067,4,low,rdp,0.288171767,17,0,0
100,95,0.192691095,0.065134501,2,low,ssh,0.104300323,8,0,0
140,373,0.606386117,0.434218596,9,low,smb,0.362471311,0,0,0
189,222,0.677463354,0.135227851,1,low,rdp,0.299320109,9,1,0
147,366,0.525770337,0.272677052,8,medium,smb,0.634499229,13,1,0
76,276,0.718101738,0.19075433,0,medium,smb,0.883302664,13,0,0
9,380,0.581453948,0.8829755,4,medium,ssh,0.454841721,6,0,1
199,231,0.947769582,0.708011331,4,low,smb,0.746665173,11,0,1
28,309,0.053697079,0.868462579,7,high,smb,0.146010367,5,0,0
128,119,0.106245708,0.383462835,5,medium,ssh,0.894966379,12,0,0
52,268,0.173671637,0.313413365,5,low,rdp,0.152594738,7,1,0
83,433,0.690171071,0.380587195,5,low,api,0.192101181,1,1,0
111,273,0.645595873,0.018548196,3,high,smb,0.106463804,9,0,0
144,64,0.89205886,0.724704275,0,medium,ssh,0.309679502,5,0,0
117,298,0.732877453,0.349772457,2,medium,rdp,0.552410447,15,0,0
69,350,0.508355488,0.313323804,9,low,smb,0.987994111,9,0,0
99,413,0.991831792,0.598141065,5,low,api,0.793368035,14,0,1
140,403,0.266107956,0.436249912,4,medium,rdp,0.380435803,19,0,0
25,494,0.83319166,0.980843368,9,medium,ssh,0.575846058,9,0,1
180,11,0.426790372,0.356253043,0,low,smb,0.623308031,10,0,0
123,98,0.648735139,0.613895842,4,medium,ssh,0.822727221,1,0,0
53,434,0.72726847,0.311651101,1,low,api,0.736451785,9,0,0
151,71,0.633754087,0.99059498,0,medium,api,0.569291127,11,1,1
144,364,0.140507303,0.445111035,3,high,ssh,0.669183027,10,0,0
57,58,0.442951011,0.634128811,5,high,smb,0.745917611,14,0,0
39,290,0.561438378,0.126721671,6,low,ssh,0.133144059,3,0,0
109,251,0.849043759,0.733024215,8,low,rdp,0.200455461,4,0,1
181,276,0.443645749,0.269210058,4,medium,ssh,0.688584289,0,0,0
42,50,0.918747305,0.448613253,7,medium,api,0.850425562,0,0,1
186,358,0.440374223,0.883133062,7,low,smb,0.409262283,9,0,1
167,216,0.548779859,0.970552515,8,high,smb,0.979890322,3,0,1
142,394,0.796285683,0.424572102,2,low,api,0.216071733,12,1,1
122,416,0.583067684,0.834802668,2,low,api,0.416699282,13,0,1
133,52,0.960218072,0.053348995,8,low,rdp,0.378523043,18,0,0
163,271,0.660335831,0.84757403,6,low,api,0.930295941,4,0,1
75,485,0.522709454,0.629510322,3,low,api,0.285378518,10,0,0
146,84,0.023591968,0.488706168,0,high,api,0.470790778,7,0,0
76,387,0.413732898,0.889963705,6,low,smb,0.18723384,0,0,0
9,293,0.299248419,0.845337223,9,low,api,0.521266239,4,0,0
74,126,0.748105668,0.296945096,5,medium,ssh,0.857404169,17,0,0
186,296,0.208277675,0.791488382,2,medium,ssh,0.304039462,12,0,0
145,72,0.205220087,0.099490934,4,medium,smb,0.810792072,4,0,0
7,296,0.189519043,0.822763935,2,low,rdp,0.911311582,6,0,0
174,236,0.125615613,0.675455618,7,medium,rdp,0.07295789,11,0,0
141,56,0.311007004,0.087866331,4,low,smb,0.756424536,1,0,0
168,407,0.885922114,0.683080173,9,low,ssh,0.255343436,12,0,1
170,360,0.774928472,0.580519277,9,low,smb,0.175327663,13,0,1
137,395,0.735251216,0.594550101,5,low,api,0.601122392,5,1,1
178,110,0.797336806,0.290863935,1,low,smb,0.705602616,15,0,0
27,192,0.269417889,0.2664972,7,medium,rdp,0.394760986,9,0,0
122,392,0.887441691,0.762535112,8,low,ssh,0.039173707,10,0,1
194,93,0.137303375,0.256813481,2,medium,rdp,0.908704524,0,0,0
5,350,0.336345727,0.446262252,5,low,rdp,0.730746917,14,0,0
29,56,0.586748119,0.694788999,5,low,ssh,0.271666807,15,0,0
165,60,0.102905088,0.079616251,1,low,api,0.496863856,9,0,0
166,138,0.730130188,0.594548383,9,high,ssh,0.02779279,9,1,1
83,39,0.387246048,0.589376373,7,high,ssh,0.339282782,2,0,0
136,28,0.784405666,0.684228711,4,high,smb,0.522535236,10,0,1
109,49,0.492896286,0.369928095,7,medium,ssh,0.517223615,10,1,0
65,420,0.180874524,0.448979774,7,medium,smb,0.208184878,15,0,0
86,125,0.734761811,0.329969314,2,medium,rdp,0.776747366,5,0,0
145,13,0.252143956,0.808168247,4,medium,ssh,0.298862159,8,0,0
71,480,0.490810301,0.13061076,6,low,api,0.580410023,0,0,0
45,36,0.075533269,0.962953954,4,low,smb,0.271522226,5,0,0
132,101,0.617866654,0.634836156,5,low,smb,0.425167873,17,0,1
36,282,0.665857766,0.886906724,1,low,api,0.207514625,12,1,1
70,86,0.37867421,0.426231458,7,low,smb,0.633007793,1,0,0
159,4,0.95442278,0.33227907,4,low,smb,0.42558436,18,0,1
19,223,0.874168921,0.90072581,5,low,api,0.016117304,1,0,1
189,338,0.707940916,0.098873029,0,low,rdp,0.028164994,3,0,0
108,448,0.713652074,0.117107232,9,high,ssh,0.471134318,3,0,0
182,166,0.252401715,0.299346776,1,low,ssh,0.183225867,9,0,0
167,383,0.656815231,0.959774982,3,low,ssh,0.585042048,16,0,1
91,344,0.198206265,0.63306861,8,high,ssh,0.408191782,15,0,0
90,383,0.144003224,0.554193697,5,low,ssh,0.654419836,7,0,0
19,376,0.999467894,0.705356336,7,low,ssh,0.952395174,5,0,1
39,471,0.622375931,0.417474556,1,low,smb,0.528736135,1,1,0
126,278,0.430987873,0.758073501,9,low,ssh,0.787378604,14,0,1
195,130,0.288164523,0.393230698,4,low,smb,0.753040996,10,1,0
173,31,0.603920444,0.826363185,0,low,api,0.921791104,15,0,1
141,375,0.049593508,0.267295082,3,low,rdp,0.214017867,3,1,0
126,11,0.094680991,0.277546659,9,medium,smb,0.827326971,10,0,0
58,476,0.032856698,0.522383305,0,medium,rdp,0.905520379,13,0,0
148,302,0.499169833,0.430761158,8,medium,api,0.392762981,7,0,0
61,96,0.600606629,0.648115844,1,low,ssh,0.313816195,5,0,0
127,190,0.062479761,0.364290755,6,low,rdp,0.95203591,18,0,0
105,453,0.721224467,0.230550649,2,medium,rdp,0.627632822,3,0,0
167,192,0.230395072,0.469808563,1,low,api,0.380676485,3,0,0
1,486,0.685201454,0.560956499,3,high,api,0.791827721,5,0,0
131,266,0.98189714,0.142600054,6,low,api,0.304473902,10,0,0
92,424,0.69110587,0.556718626,6,medium,smb,0.176407586,0,0,0
190,128,0.883193053,0.319256705,8,low,smb,0.543969636,1,1,1
191,238,0.948198507,0.392451885,2,low,rdp,0.566212045,8,0,0
113,408,0.486751048,0.279318129,6,medium,api,0.825746482,15,0,0
153,355,0.702324979,0.931410328,5,medium,rdp,0.457027355,5,0,1
56,428,0.851969254,0.683336281,9,low,ssh,0.81458654,8,0,1
161,112,0.356608913,0.262460311,6,high,api,0.311322679,18,0,0
166,316,0.261397317,0.645031335,6,low,smb,0.575368202,4,0,0
117,446,0.946598573,0.84857241,9,low,api,0.208472779,9,0,1
134,343,0.7263035,0.401630208,4,medium,rdp,0.385445951,6,1,0
58,145,0.219682133,0.829957509,8,medium,smb,0.857539698,1,1,1
44,65,0.449083393,0.154414944,6,high,ssh,0.215988193,19,1,0
173,247,0.79645177,0.822781365,6,low,ssh,0.810239463,3,0,1
160,223,0.547062991,0.540294243,2,low,rdp,0.282871658,7,0,0
173,479,0.649952098,0.222974488,0,medium,api,0.03448972,2,0,0
61,490,0.753768202,0.407141385,4,low,ssh,0.10993457,1,0,0
47,313,0.622009189,0.987992992,7,low,rdp,0.745879545,8,0,1
149,439,0.540079322,0.783556017,4,low,smb,0.262070927,10,0,0
80,106,0.749614284,0.575086361,9,low,smb,0.654145592,3,0,1
118,181,0.727563035,0.115163912,2,low,rdp,0.699198903,8,0,0
164,184,0.6298724,0.417811583,8,low,api,0.345118464,5,0,0
147,226,0.359789413,0.263051514,1,medium,api,0.474918987,0,0,0
